original_group_name,masked_group_name
Kaplelechwo B Farmers Group,GRP_xkwayjj
Yoywana Block One Group,GRP_nfxmorc
Yoywana Block Two Farmers Group,GRP_mgbgabv
Sise Farmers Group,GRP_gyvznwh
Chelelach South Farmers Group,GRP_aiwigwx
Chesoen Farmers Group,GRP_tuvrbsf
Ilgerin Farmers Group,GRP_cbstuhm
Takitech Farmers Group,GRP_xylevbw
Mokondo Farmers Group,GRP_yqabenl
Ketendeita Farmers Group,GRP_zgrmszx
Maembe Farmers Group,GRP_cqjvmyu
Cheramgoi Farmers Group,GRP_ysccygf
Changina Farmers Group,GRP_ajvryra
Chepkoiyet Farmers Group,GRP_psfccvw
Chebuluu Farmers Group,GRP_hzauadd
Kamurandan Farmers Group,GRP_kpjgkfr
Chemamit Farmers Group,GRP_jlhkylt
Lebekwet Farmers Group,GRP_fjjxgme
Tegat Farmers Group,GRP_bsedepo
Motosiet Farmers Group,GRP_hmfpdab
Chepkebit Farmers Group,GRP_vfaqcsg
